Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2004,1567,2004-08-14,DC United,New England Revolution,2-2,2,2,East,East,4,regular,,,,,,t
2004,1568,2004-08-14,LA Galaxy,Columbus Crew,0-0,0,0,West,East,0,regular,,,,,,t
2004,1569,2004-08-14,Sporting Kansas City,San Jose Earthquakes,0-2,0,2,West,West,2,regular,,,,,,a
2004,1570,2004-08-15,New York Red Bulls,FC Dallas,0-1,0,1,East,West,1,regular,,,,,,a
2004,1571,2004-08-18,Columbus Crew,Sporting Kansas City,2-1,2,1,East,West,3,regular,,,,,,h
2004,1572,2004-08-21,Colorado Rapids,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,,h
2004,1573,2004-08-21,Columbus Crew,DC United,2-2,2,2,East,East,4,regular,,,,,,t
2004,1574,2004-08-21,San Jose Earthquakes,FC Dallas,3-0,3,0,West,West,3,regular,,,,,,h
2004,1575,2004-08-21,LA Galaxy,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,,t
2004,1576,2004-08-21,New England Revolution,Sporting Kansas City,1-2,1,2,East,West,3,regular,,,,,,a
2004,1577,2004-08-28,FC Dallas,Chicago Fire,4-1,4,1,West,East,5,regular,,,,,,h
2004,1578,2004-08-28,San Jose Earthquakes,Colorado Rapids,0-0,0,0,West,West,0,regular,,,,,,t
2004,1579,2004-08-28,New England Revolution,DC United,0-0,0,0,East,East,0,regular,,,,,,t
2004,1580,2004-08-29,New York Red Bulls,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2004,1581,2004-09-01,Chicago Fire,Sporting Kansas City,3-1,3,1,East,West,4,regular,,,,,,h
2004,1582,2004-09-04,Chicago Fire,DC United,3-1,3,1,East,East,4,regular,,,,,,h
2004,1583,2004-09-04,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2004,1584,2004-09-04,Columbus Crew,LA Galaxy,3-1,3,1,East,West,4,regular,,,,,,h
2004,1585,2004-09-04,New England Revolution,San Jose Earthquakes,0-1,0,1,East,West,1,regular,,,,,,a
2004,1586,2004-09-04,Sporting Kansas City,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,,h
2004,1587,2004-09-08,San Jose Earthquakes,Columbus Crew,0-1,0,1,West,East,1,regular,,,,,,a
2004,1588,2004-09-11,Colorado Rapids,Sporting Kansas City,3-1,3,1,West,West,4,regular,,,,,,h
2004,1589,2004-09-11,LA Galaxy,San Jose Earthquakes,2-1,2,1,West,West,3,regular,,,,,,h
2004,1590,2004-09-11,New York Red Bulls,New England Revolution,3-2,3,2,East,East,5,regular,,,,,,h
2004,1591,2004-09-11,DC United,FC Dallas,3-0,3,0,East,West,3,regular,,,,,,h
2004,1592,2004-09-18,Columbus Crew,New York Red Bulls,4-2,4,2,East,East,6,regular,,,,,,h
2004,1593,2004-09-18,DC United,Chicago Fire,3-1,3,1,East,East,4,regular,,,,,,h
2004,1594,2004-09-18,FC Dallas,LA Galaxy,2-0,2,0,West,West,2,regular,,,,,,h
2004,1595,2004-09-18,New England Revolution,Colorado Rapids,6-1,6,1,East,West,7,regular,,,,,,h
2004,1596,2004-09-18,Sporting Kansas City,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,,h
2004,1597,2004-09-25,Chicago Fire,New England Revolution,2-0,2,0,East,East,2,regular,,,,,,h
2004,1598,2004-09-25,Columbus Crew,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2004,1599,2004-09-25,FC Dallas,New York Red Bulls,0-2,0,2,West,East,2,regular,,,,,,a
2004,1600,2004-09-25,San Jose Earthquakes,LA Galaxy,0-0,0,0,West,West,0,regular,,,,,,t
2004,1601,2004-09-25,Sporting Kansas City,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2004,1602,2004-10-02,Colorado Rapids,San Jose Earthquakes,1-1,1,1,West,West,2,regular,,,,,,t
2004,1603,2004-10-02,Columbus Crew,Chicago Fire,3-3,3,3,East,East,6,regular,,,,,,t
2004,1604,2004-10-02,LA Galaxy,Sporting Kansas City,1-1,1,1,West,West,2,regular,,,,,,t
2004,1605,2004-10-02,New England Revolution,FC Dallas,2-0,2,0,East,West,2,regular,,,,,,h
2004,1606,2004-10-02,New York Red Bulls,DC United,0-1,0,1,East,East,1,regular,,,,,,a
2004,1607,2004-10-06,Chicago Fire,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
2004,1608,2004-10-09,DC United,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2004,1609,2004-10-09,San Jose Earthquakes,Sporting Kansas City,0-0,0,0,West,West,0,regular,,,,,,t
2004,1610,2004-10-09,LA Galaxy,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
2004,1611,2004-10-09,New York Red Bulls,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2004,1612,2004-10-16,Colorado Rapids,Columbus Crew,1-1,1,1,West,East,2,regular,,,,,,t
2004,1613,2004-10-16,FC Dallas,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,,t
2004,1614,2004-10-16,New England Revolution,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,,h
2004,1615,2004-10-16,Sporting Kansas City,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2004,1616,2004-10-17,DC United,New York Red Bulls,3-2,3,2,East,East,5,regular,,,,,,h
2004,1617,2004-10-22,Colorado Rapids,LA Galaxy,1-0,1,0,West,West,1,conf_semi,1.0,,,,,h
2004,1618,2004-10-23,New England Revolution,Columbus Crew,1-0,1,0,East,East,1,conf_semi,1.0,,,,,h
2004,1619,2004-10-23,New York Red Bulls,DC United,0-2,0,2,East,East,2,conf_semi,1.0,,,,,a
2004,1620,2004-10-24,San Jose Earthquakes,Sporting Kansas City,2-0,2,0,West,West,2,conf_semi,1.0,,,,,h
2004,1621,2004-10-30,DC United,New York Red Bulls,2-0,2,0,East,East,2,conf_semi,2.0,,,,,h
2004,1622,2004-10-30,LA Galaxy,Colorado Rapids,2-0,2,0,West,West,2,conf_semi,2.0,,,,,h
2004,1623,2004-10-30,Sporting Kansas City,San Jose Earthquakes,3-0,3,0,West,West,3,conf_semi,2.0,,,,,h
2004,1624,2004-10-31,Columbus Crew,New England Revolution,1-1,1,1,East,East,2,conf_semi,2.0,,,,,t
2004,1625,2004-11-05,Sporting Kansas City,LA Galaxy,2-0,2,0,West,West,2,conf_final,,,,,,h
2004,1626,2004-11-06,DC United,New England Revolution,3-3,3,3,East,East,6,conf_final,,3.0,3.0,4.0,3.0,h
2004,1627,2004-11-14,Sporting Kansas City,DC United,2-3,2,3,West,East,5,mls_final,,,,,,a
2005,1628,2005-04-02,CD Chivas USA,DC United,0-2,0,2,West,East,2,regular,,,,,,a
2005,1629,2005-04-02,New York Red Bulls,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,,t
2005,1630,2005-04-02,Columbus Crew,LA Galaxy,3-0,3,0,East,West,3,regular,,,,,,h
2005,1631,2005-04-02,Sporting Kansas City,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,,h
2005,1632,2005-04-02,FC Dallas,Chicago Fire,2-1,2,1,West,East,3,regular,,,,,,h
2005,1633,2005-04-03,San Jose Earthquakes,New England Revolution,2-2,2,2,West,East,4,regular,,,,,,t
2005,1634,2005-04-09,San Jose Earthquakes,CD Chivas USA,3-3,3,3,West,West,6,regular,,,,,,t
2005,1635,2005-04-09,DC United,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,,t
2005,1636,2005-04-09,New England Revolution,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,,h
2005,1637,2005-04-09,Colorado Rapids,FC Dallas,0-0,0,0,West,West,0,regular,,,,,,t
2005,1638,2005-04-10,LA Galaxy,Real Salt Lake,3-1,3,1,West,West,4,regular,,,,,,h
2005,1639,2005-04-15,Columbus Crew,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2005,1640,2005-04-16,Real Salt Lake,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2005,1641,2005-04-16,New York Red Bulls,Sporting Kansas City,2-2,2,2,East,East,4,regular,,,,,,t
2005,1642,2005-04-16,Chicago Fire,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,,h
2005,1643,2005-04-17,CD Chivas USA,FC Dallas,1-3,1,3,West,West,4,regular,,,,,,a
2005,1644,2005-04-22,New York Red Bulls,Chicago Fire,0-1,0,1,East,East,1,regular,,,,,,a
2005,1645,2005-04-23,DC United,New England Revolution,3-4,3,4,East,East,7,regular,,,,,,a
2005,1646,2005-04-23,FC Dallas,Real Salt Lake,3-0,3,0,West,West,3,regular,,,,,,h
2005,1647,2005-04-23,Colorado Rapids,Columbus Crew,2-0,2,0,West,East,2,regular,,,,,,h
2005,1648,2005-04-24,LA Galaxy,CD Chivas USA,3-1,3,1,West,West,4,regular,,,,,,h
2005,1649,2005-04-24,San Jose Earthquakes,Sporting Kansas City,3-2,3,2,West,East,5,regular,,,,,,h
2005,1650,2005-04-27,Chicago Fire,New England Revolution,0-3,0,3,East,East,3,regular,,,,,,a
2005,1651,2005-04-30,Sporting Kansas City,DC United,0-0,0,0,East,East,0,regular,,,,,,t
2005,1652,2005-04-30,Columbus Crew,Chicago Fire,0-2,0,2,East,East,2,regular,,,,,,a
2005,1653,2005-04-30,New England Revolution,CD Chivas USA,1-0,1,0,East,West,1,regular,,,,,,h
2005,1654,2005-04-30,Colorado Rapids,New York Red Bulls,1-3,1,3,West,East,4,regular,,,,,,a
2005,1655,2005-04-30,Real Salt Lake,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,,t
2005,1656,2005-05-01,LA Galaxy,FC Dallas,2-0,2,0,West,West,2,regular,,,,,,h
2005,1657,2005-05-07,New York Red Bulls,San Jose Earthquakes,0-1,0,1,East,West,1,regular,,,,,,a
2005,1658,2005-05-07,New England Revolution,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,,h
2005,1659,2005-05-07,DC United,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,,h
2005,1660,2005-05-07,Sporting Kansas City,FC Dallas,3-3,3,3,East,West,6,regular,,,,,,t
2005,1661,2005-05-08,CD Chivas USA,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,,h
2005,1662,2005-05-08,LA Galaxy,Colorado Rapids,3-2,3,2,West,West,5,regular,,,,,,h
2005,1663,2005-05-14,New England Revolution,DC United,1-0,1,0,East,East,1,regular,,,,,,h
2005,1664,2005-05-14,Columbus Crew,Sporting Kansas City,0-4,0,4,East,East,4,regular,,,,,,a
2005,1665,2005-05-14,Chicago Fire,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,,a
2005,1666,2005-05-14,Colorado Rapids,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,,h
2005,1667,2005-05-14,Real Salt Lake,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,,h
2005,1668,2005-05-15,San Jose Earthquakes,FC Dallas,0-0,0,0,West,West,0,regular,,,,,,t
2005,1669,2005-05-18,FC Dallas,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,,h
2005,1670,2005-05-18,Real Salt Lake,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,,h
2005,1671,2005-05-21,New York Red Bulls,New England Revolution,2-2,2,2,East,East,4,regular,,,,,,t
2005,1672,2005-05-21,Columbus Crew,Real Salt Lake,2-0,2,0,East,West,2,regular,,,,,,h
2005,1673,2005-05-21,DC United,Sporting Kansas City,3-2,3,2,East,East,5,regular,,,,,,h
2005,1674,2005-05-21,Chicago Fire,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,,h
2005,1675,2005-05-22,LA Galaxy,San Jose Earthquakes,2-1,2,1,West,West,3,regular,,,,,,h
2005,1676,2005-05-22,CD Chivas USA,FC Dallas,2-5,2,5,West,West,7,regular,,,,,,a
2005,1677,2005-05-25,Sporting Kansas City,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,,h
2005,1678,2005-05-25,Colorado Rapids,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,,a
2005,1679,2005-05-26,LA Galaxy,Columbus Crew,0-0,0,0,West,East,0,regular,,,,,,t
2005,1680,2005-05-28,Columbus Crew,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,,a
2005,1681,2005-05-28,DC United,FC Dallas,0-2,0,2,East,West,2,regular,,,,,,a
2005,1682,2005-05-28,New England Revolution,Colorado Rapids,0-0,0,0,East,West,0,regular,,,,,,t
2005,1683,2005-05-28,Sporting Kansas City,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,,h
2005,1684,2005-05-28,Real Salt Lake,Chicago Fire,0-3,0,3,West,East,3,regular,,,,,,a
2005,1685,2005-05-29,CD Chivas USA,LA Galaxy,0-2,0,2,West,West,2,regular,,,,,,a
2005,1686,2005-05-31,New York Red Bulls,Chicago Fire,2-1,2,1,East,East,3,regular,,,,,,h
2005,1687,2005-06-02,CD Chivas USA,Sporting Kansas City,1-1,1,1,West,East,2,regular,,,,,,t
2005,1688,2005-06-04,Chicago Fire,CD Chivas USA,5-2,5,2,East,West,7,regular,,,,,,h
2005,1689,2005-06-04,New England Revolution,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,,t
2005,1690,2005-06-05,Real Salt Lake,FC Dallas,0-2,0,2,West,West,2,regular,,,,,,a
2005,1691,2005-06-05,LA Galaxy,New York Red Bulls,2-2,2,2,West,East,4,regular,,,,,,t
2005,1692,2005-06-05,San Jose Earthquakes,DC United,0-0,0,0,West,East,0,regular,,,,,,t
2005,1693,2005-06-11,Columbus Crew,Colorado Rapids,1-0,1,0,East,West,1,regular,,,,,,h
2005,1694,2005-06-11,Sporting Kansas City,New England Revolution,0-2,0,2,East,East,2,regular,,,,,,a
2005,1695,2005-06-12,LA Galaxy,Real Salt Lake,1-0,1,0,West,West,1,regular,,,,,,h
2005,1696,2005-06-12,New York Red Bulls,DC United,0-0,0,0,East,East,0,regular,,,,,,t
2005,1697,2005-06-12,Chicago Fire,FC Dallas,2-0,2,0,East,West,2,regular,,,,,,h
2005,1698,2005-06-12,CD Chivas USA,San Jose Earthquakes,1-1,1,1,West,West,2,regular,,,,,,t
2005,1699,2005-06-15,DC United,Chicago Fire,4-3,4,3,East,East,7,regular,,,,,,h
2005,1700,2005-06-15,Colorado Rapids,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2005,1701,2005-06-18,Chicago Fire,Sporting Kansas City,1-1,1,1,East,East,2,regular,,,,,,t
2005,1702,2005-06-18,DC United,New England Revolution,2-0,2,0,East,East,2,regular,,,,,,h
2005,1703,2005-06-18,New York Red Bulls,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,,h
2005,1704,2005-06-18,FC Dallas,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,,h
2005,1705,2005-06-19,CD Chivas USA,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,,a
2005,1706,2005-06-19,San Jose Earthquakes,Real Salt Lake,3-0,3,0,West,West,3,regular,,,,,,h
2005,1707,2005-06-22,Columbus Crew,New England Revolution,1-3,1,3,East,East,4,regular,,,,,,a
2005,1708,2005-06-22,FC Dallas,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,,h
2005,1709,2005-06-22,Real Salt Lake,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,,t
2005,1710,2005-06-25,New England Revolution,New York Red Bulls,4-2,4,2,East,East,6,regular,,,,,,h
2005,1711,2005-06-25,Sporting Kansas City,CD Chivas USA,3-0,3,0,East,West,3,regular,,,,,,h
2005,1712,2005-06-25,Colorado Rapids,FC Dallas,1-3,1,3,West,West,4,regular,,,,,,a
2005,1713,2005-06-26,San Jose Earthquakes,LA Galaxy,3-0,3,0,West,West,3,regular,,,,,,h
2005,1714,2005-06-26,Chicago Fire,Real Salt Lake,3-1,3,1,East,West,4,regular,,,,,,h
2005,1715,2005-06-29,Sporting Kansas City,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2005,1716,2005-06-29,Chicago Fire,DC United,4-3,4,3,East,East,7,regular,,,,,,h
2005,1717,2005-06-30,San Jose Earthquakes,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,,h
2005,1718,2005-07-02,Columbus Crew,DC United,0-1,0,1,East,East,1,regular,,,,,,a
2005,1719,2005-07-02,FC Dallas,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,,t
2005,1720,2005-07-03,CD Chivas USA,Chicago Fire,0-1,0,1,West,East,1,regular,,,,,,a
2005,1721,2005-07-04,Real Salt Lake,New York Red Bulls,2-2,2,2,West,East,4,regular,,,,,,t
2005,1722,2005-07-04,Colorado Rapids,Sporting Kansas City,2-1,2,1,West,East,3,regular,,,,,,h
2005,1723,2005-07-05,LA Galaxy,New England Revolution,1-1,1,1,West,East,2,regular,,,,,,t
2005,1724,2005-07-09,DC United,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,,a
2005,1725,2005-07-09,Columbus Crew,San Jose Earthquakes,1-2,1,2,East,West,3,regular,,,,,,a
2005,1726,2005-07-09,New York Red Bulls,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2005,1727,2005-07-09,Chicago Fire,New England Revolution,1-0,1,0,East,East,1,regular,,,,,,h
2005,1728,2005-07-10,CD Chivas USA,Real Salt Lake,5-1,5,1,West,West,6,regular,,,,,,h
2005,1729,2005-07-15,DC United,San Jose Earthquakes,3-0,3,0,East,West,3,regular,,,,,,h
2005,1730,2005-07-16,Chicago Fire,Columbus Crew,1-1,1,1,East,East,2,regular,,,,,,t
2005,1731,2005-07-16,New England Revolution,FC Dallas,3-2,3,2,East,West,5,regular,,,,,,h
2005,1732,2005-07-16,New York Red Bulls,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,,t
2005,1733,2005-07-16,Sporting Kansas City,Real Salt Lake,3-2,3,2,East,West,5,regular,,,,,,h
2005,1734,2005-07-17,LA Galaxy,CD Chivas USA,2-0,2,0,West,West,2,regular,,,,,,h
2005,1735,2005-07-20,Columbus Crew,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,,h
2005,1736,2005-07-20,Sporting Kansas City,DC United,1-1,1,1,East,East,2,regular,,,,,,t
2005,1737,2005-07-20,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2005,1738,2005-07-23,CD Chivas USA,New England Revolution,1-0,1,0,West,East,1,regular,,,,,,h
2005,1739,2005-07-23,LA Galaxy,DC United,0-1,0,1,West,East,1,regular,,,,,,a
2005,1740,2005-07-23,Columbus Crew,Sporting Kansas City,2-0,2,0,East,East,2,regular,,,,,,h
2005,1741,2005-07-23,Colorado Rapids,Chicago Fire,4-1,4,1,West,East,5,regular,,,,,,h
2005,1742,2005-07-23,Real Salt Lake,FC Dallas,3-0,3,0,West,West,3,regular,,,,,,h
2005,1743,2005-07-24,San Jose Earthquakes,New York Red Bulls,2-1,2,1,West,East,3,regular,,,,,,h
2005,1744,2005-07-27,New York Red Bulls,FC Dallas,3-2,3,2,East,West,5,regular,,,,,,h
2005,1745,2005-07-27,New England Revolution,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,,t
2005,1746,2005-08-06,Real Salt Lake,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,,h
2005,1747,2005-08-06,New England Revolution,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,,a
2005,1748,2005-08-06,FC Dallas,New York Red Bulls,2-2,2,2,West,East,4,regular,,,,,,t
2005,1749,2005-08-06,Chicago Fire,DC United,2-3,2,3,East,East,5,regular,,,,,,a
2005,1750,2005-08-06,Colorado Rapids,LA Galaxy,2-0,2,0,West,West,2,regular,,,,,,h
2005,1751,2005-08-07,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2005,1752,2005-08-10,DC United,New York Red Bulls,3-0,3,0,East,East,3,regular,,,,,,h
2005,1753,2005-08-10,New England Revolution,Real Salt Lake,4-1,4,1,East,West,5,regular,,,,,,h
2005,1754,2005-08-10,Chicago Fire,Sporting Kansas City,2-3,2,3,East,East,5,regular,,,,,,a
2005,1755,2005-08-11,CD Chivas USA,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,,a
2005,1756,2005-08-13,DC United,CD Chivas USA,3-0,3,0,East,West,3,regular,,,,,,h
2005,1757,2005-08-13,Chicago Fire,LA Galaxy,2-1,2,1,East,West,3,regular,,,,,,h
2005,1758,2005-08-13,FC Dallas,New England Revolution,1-2,1,2,West,East,3,regular,,,,,,a
2005,1759,2005-08-13,Real Salt Lake,Sporting Kansas City,2-4,2,4,West,East,6,regular,,,,,,a
2005,1760,2005-08-14,San Jose Earthquakes,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,,t
2005,1761,2005-08-14,New York Red Bulls,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,,h
2005,1762,2005-08-17,Colorado Rapids,New England Revolution,2-0,2,0,West,East,2,regular,,,,,,h
2005,1763,2005-08-19,Sporting Kansas City,Chicago Fire,3-0,3,0,East,East,3,regular,,,,,,h
2005,1764,2005-08-20,Columbus Crew,FC Dallas,1-0,1,0,East,West,1,regular,,,,,,h
2005,1765,2005-08-20,DC United,LA Galaxy,2-3,2,3,East,West,5,regular,,,,,,a
2005,1766,2005-08-20,Real Salt Lake,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,,a
2005,1767,2005-08-21,New York Red Bulls,CD Chivas USA,3-3,3,3,East,West,6,regular,,,,,,t
2005,1768,2005-08-26,Sporting Kansas City,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,,a
2005,1769,2005-08-27,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,,h
2005,1770,2005-08-27,FC Dallas,CD Chivas USA,2-2,2,2,West,West,4,regular,,,,,,t
2005,1771,2005-08-28,San Jose Earthquakes,LA Galaxy,2-1,2,1,West,West,3,regular,,,,,,h
2005,1772,2005-08-31,DC United,Real Salt Lake,5-1,5,1,East,West,6,regular,,,,,,h
2005,1773,2005-09-03,New York Red Bulls,Sporting Kansas City,2-2,2,2,East,East,4,regular,,,,,,t
2005,1774,2005-09-03,FC Dallas,San Jose Earthquakes,0-2,0,2,West,West,2,regular,,,,,,a
2005,1775,2005-09-03,Colorado Rapids,DC United,1-0,1,0,West,East,1,regular,,,,,,h
2005,1776,2005-09-03,Real Salt Lake,New England Revolution,0-1,0,1,West,East,1,regular,,,,,,a
2005,1777,2005-09-04,CD Chivas USA,Columbus Crew,0-3,0,3,West,East,3,regular,,,,,,a
2005,1778,2005-09-04,LA Galaxy,Chicago Fire,1-2,1,2,West,East,3,regular,,,,,,a
2005,1779,2005-09-10,New England Revolution,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,,h
2005,1780,2005-09-10,Sporting Kansas City,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,,a
2005,1781,2005-09-10,FC Dallas,DC United,1-2,1,2,West,East,3,regular,,,,,,a
2005,1782,2005-09-11,LA Galaxy,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,,h
2005,1783,2005-09-11,San Jose Earthquakes,CD Chivas USA,3-0,3,0,West,West,3,regular,,,,,,h
2005,1784,2005-09-17,Columbus Crew,Chicago Fire,1-2,1,2,East,East,3,regular,,,,,,a
2005,1785,2005-09-17,DC United,Colorado Rapids,2-0,2,0,East,West,2,regular,,,,,,h
2005,1786,2005-09-17,New York Red Bulls,New England Revolution,5-4,5,4,East,East,9,regular,,,,,,h
2005,1787,2005-09-17,Sporting Kansas City,LA Galaxy,2-2,2,2,East,West,4,regular,,,,,,t
2005,1788,2005-09-18,CD Chivas USA,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,,a
2005,1789,2005-09-18,FC Dallas,Real Salt Lake,2-1,2,1,West,West,3,regular,,,,,,h
2005,1790,2005-09-21,Colorado Rapids,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,,h
2005,1791,2005-09-21,Columbus Crew,New England Revolution,1-1,1,1,East,East,2,regular,,,,,,t
2005,1792,2005-09-21,FC Dallas,LA Galaxy,4-1,4,1,West,West,5,regular,,,,,,h
2005,1793,2005-09-21,Colorado Rapids,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,,h
2005,1794,2005-09-22,San Jose Earthquakes,Chicago Fire,2-0,2,0,West,East,2,regular,,,,,,h
2005,1795,2005-09-24,New England Revolution,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,,h
2005,1796,2005-09-24,Real Salt Lake,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,,a
2005,1797,2005-09-25,CD Chivas USA,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,,a
2005,1798,2005-09-25,San Jose Earthquakes,FC Dallas,1-1,1,1,West,West,2,regular,,,,,,t
2005,1799,2005-09-25,LA Galaxy,Sporting Kansas City,2-1,2,1,West,East,3,regular,,,,,,h
2005,1800,2005-10-01,Columbus Crew,CD Chivas USA,0-1,0,1,East,West,1,regular,,,,,,a
2005,1801,2005-10-01,New York Red Bulls,DC United,1-4,1,4,East,East,5,regular,,,,,,a
2005,1802,2005-10-01,New England Revolution,San Jose Earthquakes,0-2,0,2,East,West,2,regular,,,,,,a
2005,1803,2005-10-01,Sporting Kansas City,Chicago Fire,0-1,0,1,East,East,1,regular,,,,,,a
2005,1804,2005-10-01,Colorado Rapids,Real Salt Lake,2-1,2,1,West,West,3,regular,,,,,,h
2005,1805,2005-10-02,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,,h
2005,1806,2005-10-05,Chicago Fire,New York Red Bulls,2-2,2,2,East,East,4,regular,,,,,,t
2005,1807,2005-10-05,FC Dallas,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,,h
2005,1808,2005-10-05,Colorado Rapids,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,,t
2005,1809,2005-10-05,Real Salt Lake,DC United,1-3,1,3,West,East,4,regular,,,,,,a
2005,1810,2005-10-08,DC United,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,,a
2005,1811,2005-10-08,Sporting Kansas City,New England Revolution,2-2,2,2,East,East,4,regular,,,,,,t
2005,1812,2005-10-08,Chicago Fire,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,,a
2005,1813,2005-10-08,FC Dallas,Colorado Rapids,0-0,0,0,West,West,0,regular,,,,,,t
2005,1814,2005-10-09,San Jose Earthquakes,Real Salt Lake,2-2,2,2,West,West,4,regular,,,,,,t
